row_number;Identifiant_de_l_etablissement;Nom_etablissement
56058;0881628S;Ecole Elémentaire - Les Tilleuls -
56059;0881629T;Ecole primaire
56060;0881630U;Ecole Primaire - Ernest Perrin-George Sand -
56061;0881633X;Ecole Elémentaire - du Centre -
56062;0881639D;Ecole Elémentaire - du Centre
56063;0881640E;Ecole Elémentaire
56064;0881641F;Ecole Primaire - Henri Breton -
56065;0881643H;Ecole Elémentaire - Jules Ferry -
56066;0881644J;Ecole Elémentaire - Le Saut le Cerf -
56067;0881645K;Ecole Primaire - Jean Macé-
56068;0881646L;Ecole Elémentaire - Jean de La Fontaine -
56069;0881647M;Groupe Scolaire de Nomexy
56070;0881648N;Ecole Primaire - du Centre -
56071;0881649P;Ecole Maternelle - Pré des Lins -
56072;0881651S;Lycée professionnel Jeanne d'Arc
56073;0881653U;Ecole Primaire - Gaston Rimey
56074;0881654V;Ecole Stivalienne
56075;0881655W;Groupe Scolaire - La Neuveville -
56076;0881656X;Groupe scolaire du Joli Bois
56077;0881664F;Lycée des métiers de l'hôtellerie, de la restauration et de l'alimentation Jean-Baptiste-Siméon Chardin
56078;0881666H;Ecole Elémentaire
56079;0881667J;Simone Veil
56080;0881668K;Ecole Elémentaire - Jules Ferry -
56081;0881669L;Ecole Primaire - La Maix -
56082;0881670M;Ecole Elémentaire - Le Fossard -
56083;0881671N;Ecole Primaire - Gohypré -
56084;0881673R;Section d'enseignement professionnel du Lycée polyvalent hôtelier JB.SIMEON CHARDIN
56085;0881682A;Ecole Primaire - de la Loge Blanche
56086;0881684C;Institut La Courtine
56087;0881685D;Institut Médico-Educatif L'Eau Vive de Darney
56088;0881687F;Ecole Elémentaire
56089;0881690J;Lycée d'enseignement agricole privé La Providence
56090;0881701W;Ecole Elémentaire d'Application - Jean Macé -
56091;0881702X;Ecole Primaire - du Pervis -
56092;0881704Z;Ecole Elémentaire G-H Voilquin
56093;0881706B;Ecole primaire privée Saint Dominique
56094;0881710F;Ecole secondaire privée Institution Saint Dominique
56095;0881711G;Maison Familiale Rurale centre de formation rural privé de Gugnecourt
56096;0881720S;Ecole Primaire
56097;0881723V;Ecole Primaire - Les Neuf Horizons -
56098;0881727Z;Etablissement pour enfants et adolescents polyhandicapés
56099;0881730C;ITEP Beau Joly
56100;0881733F;ITEP La Combe
56101;0881747W;IME les Epilobes
56102;0881748X;Ecole secondaire privée Bienheureux Frassati
56103;0881749Y;Lycée Polyvalent privé Bienheureux Frassati
56104;0881751A;ITEP d'Epinal
56105;0881753C;Ecole Primaire - des 3 Villages -
56106;0881756F;Groupe Scolaire Simone Veil
56107;0881757G;Ecole Primaire - Terre de Légendes -
56108;0881758H;Ecole Primaire - des Jeunes Chênes -
56109;0881759J;Groupe Scolaire  Centre
56110;0881761L;Ecole primaire publique la p'tite prêle
56111;0881762M;ECOLE HORS CONTRAT LA ROSE DES VENTS
56112;0881764P;LE PETIT MONDE DE MONTESSORI
56113;0881767T;Section d'enseignement général et professionnel adapté du collège Pierre et Marie Curie
56114;0881768U;Ecole des Jeunes Pouss'
56115;0881770W;Ecole primaire privée Hors Contrat Bienheureux Frassati
56116;0881776C;ECOLE MONTESSORI L'ART DE GRANDIR
56117;0881779F;Ecole privée Chemins d'envol
56118;0881789S;Collège privé hors-contrat Les Souris Vertes
56119;0881791U;Ecole du Bois Chenu
56120;0889999R;Direction des services départementaux de l'éducation nationale des Vosges
56121;0890003V;Lycée général Jacques Amyot
56122;0890005X;Lycée polyvalent Fourier Saint-Germain
56123;0890006Y;Collège Denfert-Rochereau
56124;0890008A;Lycée polyvalent du Parc des Chaumes
56125;0890009B;Collège Parc des Chaumes
56126;0890013F;Collège Pierre et Jean Lerouge
56127;0890014G;Collège Michel Gondry
56128;0890015H;Collège Jean-Roch Coignet
56129;0890017K;Collège Paul Fourrey
56130;0890019M;Collège Miles de Noyers
56131;0890022R;Collège de Puisaye
56132;0890024T;Collège Marcel Aymé
56133;0890028X;Collège du Gâtinais en Bourgogne
56134;0890030Z;Collège Stéphane Mallarmé
56135;0890032B;Lycée polyvalent Chevalier d'Éon
56136;0890035E;Collège Pierre Larousse
56137;0890037G;Collège André Leroi-Gourhan
56138;0890038H;Collège Gaston Ramon
56139;0890045R;Lycée d'enseignement général, technologique et professionnel agricole d'Auxerre-Venoy
56140;0890046S;Ecole maternelle La guillaumée
56141;0890048U;Ecole maternelle Les mignottes
56142;0890049V;Ecole maternelle Pierre Curie
56143;0890053Z;Lycée professionnel Pierre et Marie Curie
56144;0890054A;Centre d'information et d'orientation d'Auxerre
56145;0890055B;Centre d'information et d'orientation de Sens
56146;0890064L;Lycée polyvalent privé Jeanne d'Arc
56147;0890065M;Collège Saint-Jacques
56148;0890067P;Lycée polyvalent privé Saint-Étienne
56149;0890070T;Lycée polyvalent Saint-Joseph La Salle
56150;0890094U;Ecole élémentaire Renoir
56151;0890095V;Ecole maternelle Renoir
56152;0890106G;Ecole élémentaire
56153;0890112N;Ecole primaire
56154;0890116T;Ecole élémentaire
56155;0890119W;Ecole élémentaire
56156;0890124B;Ecole élémentaire
56157;0890125C;Ecole primaire
56158;0890128F;Ecole primaire
56159;0890131J;ECOLE ELEMENTAIRE PUBLIQUE
56160;0890137R;Ecole élémentaire
56161;0890145Z;Ecole primaire publique
56162;0890146A;Ecole primaire
56163;0890150E;Ecole élémentaire
56164;0890161S;Ecole élémentaire
56165;0890185T;ECOLE PRIMAIRE NADEGE JAILLARD
56166;0890186U;Ecole primaire
56167;0890193B;Ecole élémentaire Pasteur
56168;0890195D;Ecole primaire des Prés-Hauts
56169;0890198G;Ecole élémentaire
56170;0890200J;ECOLE ELEMENTAIRE PUBLIQUE
56171;0890202L;Ecole élémentaire Paul Bert
56172;0890203M;ECOLE PRIMAIRE PUBLIQUE SAINT EXUPERY
56173;0890204N;Ecole primaire
56174;0890205P;Ecole élémentaire
56175;0890209U;Ecole élémentaire Paul Bert
56176;0890211W;Ecole primaire Victor Hugo
56177;0890212X;Ecole élémentaire
56178;0890215A;Ecole élémentaire
56179;0890220F;Ecole maternelle
56180;0890221G;Ecole élémentaire
56181;0890223J;Ecole primaire
56182;0890224K;Ecole primaire
56183;0890227N;Ecole maternelle
56184;0890229R;Ecole élémentaire
56185;0890231T;Ecole élémentaire
56186;0890235X;Ecole PRIMAIRE PUBLIQUE MAILLOT
56187;0890237Z;Ecole élémentaire
56188;0890239B;Ecole élémentaire
56189;0890240C;Ecole primaire
56190;0890244G;Ecole élémentaire Courteline
56191;0890245H;Ecole maternelle Célestin Freinet
56192;0890246J;Ecole primaire
56193;0890251P;Ecole élémentaire du Jeu de paume
56194;0890253S;Ecole élémentaire Les Champs d'Aloup
56195;0890254T;Ecole élémentaire Gaston Marnot
56196;0890255U;Ecole maternelle des Arènes
56197;0890258X;Ecole maternelle Cours tarbe
56198;0890261A;Ecole élémentaire
56199;0890265E;Ecole élémentaire
56200;0890267G;Ecole maternelle
56201;0890270K;Ecole primaire
56202;0890271L;Ecole élémentaire
56203;0890272M;Ecole élémentaire
56204;0890273N;Ecole élémentaire Marie Navarre
56205;0890279V;Ecole primaire
56206;0890282Y;Ecole élémentaire
56207;0890283Z;Groupe Scolaire de l'Ile d'Yonne
56208;0890284A;Ecole élémentaire Charles Michels
56209;0890287D;Ecole maternelle Les chaillots
56210;0890288E;Ecole élémentaire
56211;0890290G;Ecole élémentaire Francis Ponge
56212;0890293K;Ecole primaire
56213;0890298R;Ecole élémentaire Les jardins d'Amandine
56214;0890300T;Ecole élémentaire
56215;0890303W;Ecole élémentaire
56216;0890304X;Ecole élémentaire
56217;0890325V;Ecole primaire
56218;0890343P;Ecole élémentaire Michel Lepeletier
56219;0890344R;Ecole maternelle
56220;0890347U;Ecole élémentaire
56221;0890348V;Ecole primaire
56222;0890353A;Ecole primaire Emile Fèvre
56223;0890356D;Ecole primaire
56224;0890357E;Ecole élémentaire
56225;0890359G;ECOLE PRIMAIRE PUBLIQUE
56226;0890362K;Ecole élémentaire
56227;0890364M;Ecole primaire
56228;0890368S;Ecole élémentaire
56229;0890370U;Ecole primaire de Fontaines
56230;0890372W;Ecole élémentaire
56231;0890373X;Ecole maternelle publique
56232;0890374Y;Ecole élémentaire
56233;0890375Z;Ecole élémentaire
56234;0890377B;Ecole primaire
56235;0890379D;Ecole primaire
56236;0890381F;Ecole élémentaire
56237;0890382G;Ecole maternelle
56238;0890385K;Ecole maternelle
56239;0890386L;Ecole primaire
56240;0890388N;Ecole élémentaire des Ouistitis
56241;0890390R;Ecole primaire
56242;0890392T;Ecole élémentaire
56243;0890395W;Ecole élémentaire
56244;0890398Z;Ecole élémentaire d'application Les boussicats
56245;0890399A;Ecole primaire Savorgnan de Brazza
56246;0890400B;Ecole primaire Les clairions
56247;0890403E;Ecole élémentaire Jean ZAY
56248;0890414S;Ecole élémentaire Rive droite
56249;0890415T;Ecole maternelle Henri Matisse
56250;0890423B;Ecole maternelle Jean ZAY
56251;0890425D;Ecole maternelle Rive Droite
56252;0890428G;Ecole primaire JEAN-PIERRE SOISSON
56253;0890437S;Ecole primaire
56254;0890439U;Ecole primaire Bernard Périé
56255;0890442X;Ecole élémentaire
56256;0890443Y;Ecole élémentaire
56257;0890445A;Ecole élémentaire Victor Hugo
56258;0890446B;Ecole élémentaire Jean Jacques Rousseau
56259;0890447C;Ecole maternelle Colbert
56260;0890448D;Ecole élémentaire
56261;0890451G;Ecole élémentaire La guillaumée
56262;0890452H;ECOLE PRIMAIRE PUBLIQUE
56263;0890454K;Ecole primaire
56264;0890456M;Ecole primaire
56265;0890457N;Ecole élémentaire Tacussel
56266;0890459R;Ecole maternelle
56267;0890461T;Ecole élémentaire
56268;0890462U;Ecole élémentaire
56269;0890468A;Ecole primaire
56270;0890471D;Ecole primaire
56271;0890473F;Ecole élémentaire
56272;0890482R;Ecole primaire
56273;0890483S;Ecole élémentaire
56274;0890485U;Ecole primaire
56275;0890488X;Ecole élémentaire
56276;0890489Y;Ecole élémentaire
56277;0890490Z;Ecole primaire de Paris
56278;0890494D;Ecole maternelle Françoise Dolto
56279;0890500K;ECOLE ELEMENTAIRE PUBLIQUE
56280;0890501L;ECOLE ELEMENTAIRE PUBLIQUE
56281;0890503N;Ecole élémentaire
56282;0890513Z;Ecole élémentaire
56283;0890524L;Ecole élémentaire Marie-Noël
56284;0890531U;Ecole élémentaire
56285;0890533W;Ecole primaire
56286;0890537A;Ecole primaire Germaine Silvy - André Gibault
56287;0890544H;ECOLE PRIMAIRE PUBLIQUE
56288;0890550P;Ecole primaire
56289;0890553T;ECOLE ELEMENTAIRE PUBLIQUE
56290;0890555V;Ecole primaire
56291;0890556W;Ecole primaire
56292;0890557X;ECOLE ELEMENTAIRE PUBLIQUE
56293;0890560A;Ecole primaire
56294;0890564E;Ecole élémentaire
56295;0890565F;Ecole élémentaire
56296;0890566G;Ecole élémentaire
56297;0890569K;Ecole élémentaire
56298;0890570L;Ecole élémentaire publique Domats
56299;0890572N;Ecole primaire
56300;0890574R;Ecole primaire
56301;0890576T;Ecole élémentaire publique Jean Charles Boullé
56302;0890581Y;Ecole primaire
56303;0890586D;Ecole primaire
56304;0890595N;Ecole primaire
56305;0890598S;Ecole élémentaire
56306;0890599T;Ecole élémentaire
56307;0890600U;ECOLE PRIMAIRE
56308;0890601V;ECOLE PRIMAIRE PUBLIQUE
56309;0890602W;Ecole primaire
56310;0890604Y;Ecole élémentaire
56311;0890606A;Ecole élémentaire
56312;0890607B;ECOLE PRIMAIRE PUBLIQUE
56313;0890608C;Ecole élémentaire
56314;0890609D;Ecole élémentaire
56315;0890610E;Ecole élémentaire Muscadet
56316;0890611F;Ecole PRIMAIRE Albert Garnier
56317;0890613H;Ecole élémentaire Marcel Aymé
56318;0890614J;Ecole maternelle de la Madeleine
56319;0890615K;Ecole maternelle Saint-André
56320;0890621S;Ecole primaire Georges Varennes
56321;0890625W;Ecole primaire groupe scolaire Paul Bert
56322;0890626X;Ecole élémentaire Gérard Philipe
56323;0890628Z;Ecole maternelle Anne Frank
56324;0890629A;Ecole élémentaire
56325;0890632D;Ecole élémentaire
56326;0890641N;Ecole primaire
56327;0890644S;Ecole élémentaire
56328;0890645T;Ecole élémentaire
56329;0890646U;Ecole élémentaire
56330;0890647V;Ecole primaire
56331;0890651Z;Ecole primaire
56332;0890652A;Ecole élémentaire
56333;0890655D;Ecole élémentaire Jean Pezennec
56334;0890658G;Ecole primaire
56335;0890663M;Ecole élémentaire Marie Curie
56336;0890665P;Ecole élémentaire Le Moulin
56337;0890670V;Ecole primaire
56338;0890671W;Ecole primaire
56339;0890677C;ECOLE PRIMAIRE
56340;0890687N;Ecole primaire
56341;0890693V;Ecole élémentaire des Marronniers
56342;0890703F;Ecole primaire Jacques Prévert
56343;0890705H;Ecole élémentaire
56344;0890706J;Ecole élémentaire
56345;0890707K;Ecole élémentaire
56346;0890709M;Ecole primaire
56347;0890715U;Ecole élémentaire
56348;0890716V;Ecole primaire
56349;0890717W;Ecole primaire
56350;0890721A;Ecole primaire publique
56351;0890724D;Ecole élémentaire
56352;0890726F;Ecole primaire
56353;0890727G;ECOLE PRIMAIRE
56354;0890731L;Ecole primaire
56355;0890733N;Ecole élémentaire Paul Bert
56356;0890734P;Ecole élémentaire Joubert
56357;0890735R;Ecole maternelle de la Tour
56358;0890739V;Ecole élémentaire
56359;0890740W;Ecole élémentaire
56360;0890744A;Ecole élémentaire
56361;0890745B;Ecole primaire
56362;0890746C;Ecole élémentaire
56363;0890747D;Ecole élémentaire
56364;0890748E;Ecole élémentaire
56365;0890749F;Ecole élémentaire
56366;0890751H;Ecole élémentaire
56367;0890752J;Ecole élémentaire
56368;0890753K;Ecole élémentaire
56369;0890754L;Ecole primaire
56370;0890762V;Ecole maternelle
56371;0890764X;Ecole primaire
56372;0890767A;Ecole élémentaire
56373;0890770D;Ecole primaire
56374;0890778M;Ecole primaire
56375;0890788Y;Collège La Croix de l'Orme
56376;0890789Z;Collège Paul Bert
56377;0890790A;Collège Champs Plaisants
56378;0890791B;Section d'enseignement général et professionnel adapté du Collège Champs Plaisants
56379;0890796G;Ecole primaire privée Sainte Thérèse
56380;0890797H;Ecole primaire privée Sainte Chantal
56381;0890798J;Ecole primaire privée Saint Loup
56382;0890805S;Ecole primaire privée Saint Louis
56383;0890811Y;Ecole primaire privée Sainte Thérèse
56384;0890812Z;Ecole primaire privée Jeanne d'Arc
56385;0890813A;Ecole primaire privée Sainte Paule
56386;0890815C;Ecole primaire privée Sainte Marie
56387;0890819G;Lycée professionnel Vauban
56388;0890820H;Section d'enseignement général et professionnel adapté du Collège Denfert Rochereau
56389;0890822K;Collège Maurice Clavel
56390;0890826P;Ecole élémentaire Jean-Baptiste Chauveau
56391;0890827R;Ecole maternelle des Beaumonts
56392;0890828S;Circonscription d'inspection du 1er degré d'Auxerre - Adjoint DSDEN
56393;0890842G;Ecole maternelle André Gendre
56394;0890843H;Ecole maternelle Pauline Kergomard
56395;0890844J;Ecole élémentaire groupe Paul Bert
56396;0890845K;ime des isles
56397;0890847M;Ecole maternelle Courbet
56398;0890848N;Ecole maternelle des Champs d'Aloup
56399;0890849P;Lycée professionnel agricole de Champs-sur-Yonne
56400;0890855W;Section d'enseignement général et professionnel adapté du Collège Maurice Clavel
56401;0890859A;Circonscription d'inspection du 1er degré d'Auxerre - ASH
56402;0890860B;Ecole élémentaire Courbet
56403;0890861C;Ecole maternelle Jean de La Fontaine
56404;0890865G;Ecole primaire Rosoy (les roseaux)
56405;0890866H;Ecole primaire Pierre PERRET
56406;0890871N;ime les claires années
56407;0890875T;ITEP Chateau de la Greve
56408;0890878W;ime les fontenottes
56409;0890879X;ime auxerre
56410;0890883B;Ecole élémentaire
56411;0890884C;Ecole élémentaire Pierre Curie
56412;0890885D;Ecole élémentaire
56413;0890886E;Ecole élémentaire
56414;0890887F;Ecole primaire
56415;0890888G;Ecole élémentaire Les Ecureuils
56416;0890889H;ECOLE PRIMAIRE
56417;0890890J;Ecole maternelle Jules Ferry
56418;0890893M;Ecole primaire Marcel Dulong
56419;0890896R;Ecole élémentaire Saint-Exupéry
56420;0890899U;Ecole maternelle Anne Frank
56421;0890904Z;Ecole maternelle
56422;0890907C;Ecole maternelle Rosa Bonheur
56423;0890908D;ECOLE PRIMAIRE
56424;0890910F;Ecole élémentaire Chaumes
56425;0890911G;Ecole primaire Fernand Maître
56426;0890912H;ime le mail sens
56427;0890915L;Ecole élémentaire
56428;0890916M;Ecole élémentaire
56429;0890917N;Ecole primaire
56430;0890918P;Ecole primaire
56431;0890920S;Ecole élémentaire
56432;0890922U;Ecole maternelle
56433;0890924W;Ecole maternelle Desnos
56434;0890925X;ECOLE PRIMAIRE PUBLIQUE
56435;0890926Y;Ecole PRIMAIRE
56436;0890927Z;ECOLE PRIMAIRE PUBLIQUE
56437;0890928A;Ecole élémentaire Jules Ferry
56438;0890929B;Ecole primaire
56439;0890930C;Ecole élémentaire
56440;0890931D;Ecole primaire
56441;0890932E;Ecole primaire
56442;0890933F;Ecole primaire
56443;0890934G;Ecole élémentaire
56444;0890935H;Ecole primaire
56445;0890939M;ime le chateau de vincelles
56446;0890942R;Ecole primaire
56447;0890944T;ECOLE PRIMAIRE PUBLIQUE
56448;0890945U;Ecole primaire Marie-Noël
56449;0890947W;Ecole maternelle
56450;0890949Y;Ecole élémentaire Victor Hugo
56451;0890957G;Ecole primaire
56452;0890960K;Circonscription d'inspection du 1er degré de Sens II
56453;0890961L;Section d'enseignement général et professionnel adapté du Collège Paul Bert
56454;0890966S;Ecole élémentaire
56455;0890967T;Ecole primaire
56456;0890970W;Jules VERNE
56457;0890974A;Ecole primaire Les lices
56458;0890978E;Section d'enseignement général et professionnel adapté du Collège Jacques Prévert
56459;0890979F;Collège La Chenevière des Arbres
56460;0890980G;Collège Abel Minard
56461;0890981H;Ecole maternelle La commanderie
56462;0890982J;Ecole maternelle Pierre Larousse
56463;0890986N;ECOLE PRIMAIRE PUBLIQUE
56464;0890987P;Ecole primaire Ginette Berthier
56465;0890988R;Ecole maternelle Bouskidou
56466;0890989S;Ecole maternelle
56467;0890994X;Ecole maternelle
56468;0891001E;Lycée agricole privé de Saint-Denis-lès-Sens
56469;0891016W;Établissement régional d'enseignement adapté Jules Verne
56470;0891019Z;Ecole élémentaire Pierre Larousse
56471;0891020A;Ecole maternelle
56472;0891021B;Ecole élémentaire
56473;0891025F;Ecole maternelle
56474;0891026G;Ecole maternelle Le blé en herbe
56475;0891035S;Ecole primaire
56476;0891040X;Ecole maternelle Marie Noël
56477;0891041Y;Maison Familiale Rurale du senonais - Gron
56478;0891043A;Collège Jean Bertin
56479;0891050H;Ecole primaire Marcel Pagnol
56480;0891052K;Ecole maternelle
56481;0891053L;Collège Jeanne d'Arc
56482;0891054M;Collège Saint-Joseph-La Salle
